"","Location","Price","Rooms","Car.Parks","Property.Type","Land.Type","Land.Size.Sq.ft","Extra_Rooms"
"27414","Klcc",2480000,1,2,"Serviced Residence (Intermediate)","Built-up ",1023,0
"27415","Klcc",1600000,2,1,"Condominium","Built-up ",1277,0
"27416","Klcc",1800000,4,2,"Condominium (Intermediate)","Built-up ",2315,1
"27417","Klcc",6900000,5,5,"Condominium (Penthouse)","Built-up ",6657,1
"27418","Klcc",1720000,4,7,"Condominium (EndLot)","Built-up ",2315,1
"27419","Klcc",4107200,3,1,"Serviced Residence (Duplex)","Built-up ",2416,0
"27420","Klcc",4500000,5,3,"Condominium","Built-up ",3973,0
"27421","Klcc",1700000,2,1,"Condominium","Built-up ",1277,0
"27422","Klcc",4250000,3,2,"Serviced Residence (Corner)","Unknown",3396,1
"27423","Klcc",4555500,4,3,"Condominium","Built-up ",3800,1
"27424","Klcc",1818500,3,2,"Condominium","Built-up ",2250,0
"27425","Klcc",1818500,3,2,"Condominium","Built-up ",2250,1
"27426","Klcc",580000,1,2,"Serviced Residence","Built-up ",795,0
"27427","Klcc",1350000,2,1,"Condominium","Built-up ",1464,0
"27428","Klcc",1180000,2,1,"Condominium (Intermediate)","Built-up ",1050,0
"27429","Klcc",580000,3,1,"Condominium (Intermediate)","Built-up ",971,0
"27430","Klcc",580000,10,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27431","Klcc",1180000,2,1,"Condominium (Intermediate)","Built-up ",1099,0
"27432","Klcc",830000,1,1,"Serviced Residence (Intermediate)","Unknown",663,1
"27433","Klcc",1750000,2,1,"Serviced Residence (SOHO)","Built-up ",1396,0
"27434","Klcc",1800000,3,1,"Serviced Residence","Built-up ",2208,2
"27435","Klcc",880000,2,1,"Serviced Residence","Land area ",795,0
"27436","Klcc",1600000,3,2,"Condominium (Intermediate)","Land area ",2013,1
"27437","Klcc",2506500,2,2,"Serviced Residence","Built-up ",1087,0
"27438","Klcc",2210000,2,2,"Condominium (Corner)","Built-up ",1464,0
"27439","Klcc",2260000,3,2,"Condominium (Corner)","Built-up ",1518,0
"27440","Klcc",580000,1,2,"Serviced Residence (Intermediate)","Land area ",744,0
"27441","Klcc",690000,2,2,"Condominium (Intermediate)","Built-up ",1267,0
"27442","Klcc",1841000,2,1,"Serviced Residence","Built-up ",803,0
"27443","Klcc",1388200,1,2,"Serviced Residence","Built-up ",795,0
"27444","Klcc",1250000,1,2,"Serviced Residence","Built-up ",795,0
"27445","Klcc",2710000,1,1,"Serviced Residence","Built-up ",1023,0
"27446","Klcc",4750000,2,3,"Serviced Residence","Built-up ",1938,0
"27447","Klcc",4800000,3,3,"Serviced Residence","Unknown",3835,1
"27448","Klcc",3190000,1,2,"Serviced Residence","Built-up ",1421,0
"27449","Klcc",3705000,2,2,"Serviced Residence","Built-up ",1636,0
"27450","Klcc",870000,1,1,"Condominium","Built-up ",1032,0
"27451","Klcc",1350000,2,1,"Condominium","Built-up ",1356,0
"27452","Klcc",928000,1,1,"Serviced Residence","Built-up ",795,0
"27453","Klcc",850000,2,1,"Serviced Residence","Built-up ",866,0
"27454","Klcc",1663360,3,2,"Condominium","Built-up ",1032,0
"27455","Klcc",1840920,3,2,"Condominium","Built-up ",1228,0
"27456","Klcc",2200000,3,2,"Serviced Residence","Built-up ",1600,1
"27457","Klcc",1450000,2,2,"Condominium (Corner)","Built-up ",2195,1
"27458","Klcc",1490000,2,2,"Condominium (Corner)","Built-up ",2131,1
"27459","Klcc",830000,1,1,"Serviced Residence","Built-up ",795,0
"27460","Klcc",3e+06,3,1,"Serviced Residence","Built-up ",2908,1
"27461","Klcc",8680000,3,2,"Condominium","Built-up ",3218,1
"27462","Klcc",837000,1,2,"Serviced Residence","Built-up ",795,0
"27463","Klcc",2116125,3,2,"Serviced Residence (Intermediate)","Built-up ",1485,0
"27464","Klcc",5816750,3,2,"Serviced Residence (Corner)","Built-up ",2195,1
"27465","Klcc",2942625,3,3,"Serviced Residence","Built-up ",2065,1
"27466","Klcc",4418925,4,3,"Serviced Residence (Intermediate)","Built-up ",3101,0
"27467","Klcc",1372275,2,1,"Serviced Residence (Intermediate)","Built-up ",963,0
"27468","Klcc",2400000,4,2,"Condominium (Intermediate)","Built-up ",3316,1
"27469","Klcc",2180000,2,2,"Serviced Residence","Built-up ",1270,0
"27470","Klcc",1550000,3,2,"Condominium","Built-up ",2098,1
"27471","Klcc",3600000,3,2,"Serviced Residence (Corner)","Built-up ",3897,1
"27472","Klcc",3600000,3,2,"Serviced Residence (Intermediate)","Built-up ",3897,1
"27473","Klcc",1180000,2,1,"Condominium (Intermediate)","Built-up ",1453,0
"27474","Klcc",1250000,2,2,"Condominium (Corner)","Built-up ",1816,2
"27475","Klcc",9e+05,2,1,"Condominium (Intermediate)","Built-up ",1072,0
"27476","Klcc",1150000,2,2,"Condominium (Intermediate)","Built-up ",1637,1
"27477","Klcc",1650000,3,2,"Condominium (Corner)","Built-up ",1873,1
"27478","Klcc",1300000,2,1,"Condominium","Built-up ",1453,0
"27479","Klcc",945600,3,1,"Condominium (Corner)","Built-up ",1431,0
"27480","Klcc",750000,1,1,"Serviced Residence (Intermediate)","Built-up ",807,0
"27481","Klcc",1290000,3,2,"Serviced Residence","Built-up ",1378,1
"27482","Klcc",3100000,3,2,"Residential Land","Land area ",9956,0
"27483","Klcc",580000,3,2,"Condominium (Corner)","Built-up ",1431,0
"27484","Klcc",3616200,3,2,"Serviced Residence (Corner)","Built-up ",2583,0
"27485","Klcc",1430000,1,2,"Serviced Residence","Built-up ",795,0
"27486","Klcc",1535000,2,2,"Serviced Residence","Built-up ",795,0
"27487","Klcc",1778000,2,2,"Serviced Residence","Built-up ",894,0
"27488","Klcc",1.1e+07,5,2,"Bungalow","Land area ",17000,1
"27489","Klcc",2800000,3,2,"Serviced Residence","Built-up ",3080,2
"27490","Klcc",1300000,2,1,"Serviced Residence","Built-up ",820,0
"27491","Klcc",1180000,3,1,"Condominium (Corner)","Land area ",1830,1
"27492","Klcc",3207350,3,2,"Serviced Residence (Corner)","Built-up ",2789,1
"27493","Klcc",4460000,3,2,"Condominium (Corner)","Land area ",2250,1
"27494","Klcc",2320000,5,2,"Serviced Residence","Built-up ",2208,0
"27495","Klcc",2020000,2,2,"Serviced Residence","Built-up ",1256,1
"27496","Klcc",1450000,2,2,"Condominium (Corner)","Built-up ",1431,0
"27497","Klcc",1850000,3,2,"Condominium (Corner)","Built-up ",1431,0
"27498","Klcc",1650000,3,2,"Condominium (Corner)","Built-up ",1431,0
"27499","Klcc",1450000,2,2,"Condominium (Corner)","Built-up ",1431,0
"27500","Klcc",1200000,1,1,"Condominium (Intermediate)","Built-up ",971,0
"27501","Klcc",990000,1,1,"Condominium","Built-up ",1032,0
"27502","Klcc",716000,3,2,"Apartment","Built-up ",950,0
"27503","Klcc",670000,3,2,"Serviced Residence (Intermediate)","Built-up ",1518,0
"27504","Klcc",750000,2,2,"Condominium","Built-up ",1032,0
"27505","Klcc",1300000,2,1,"Serviced Residence","Built-up ",854,0
"27506","Klcc",9e+05,3,2,"Condominium","Built-up ",1182,0
"27507","Klcc",2480000,1,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27508","Klcc",2897500,1,1,"Serviced Residence (Intermediate)","Built-up ",1163,0
"27509","Klcc",820000,2,2,"Serviced Residence (Corner)","Built-up ",1055,1
"27510","Klcc",1e+06,1,1,"Condominium","Built-up ",1032,0
"27511","Klcc",2338800,3,2,"Condominium (Corner)","Built-up ",3109,1
"27512","Klcc",1155000,2,1,"Serviced Residence","Built-up ",795,1
"27513","Klcc",1280000,1,1,"Serviced Residence","Built-up ",1030,1
"27514","Klcc",1245000,1,2,"Serviced Residence","Built-up ",925,0
"27515","Klcc",1800000,4,2,"Serviced Residence","Built-up ",1425,1
"27516","Klcc",1070000,2,1,"Serviced Residence","Built-up ",1259,0
"27517","Klcc",1800000,3,3,"Serviced Residence","Built-up ",1426,0
"27518","Klcc",1062800,2,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27519","Klcc",9800000,5,3,"Serviced Residence","Built-up ",7793,2
"27520","Klcc",1580300,2,1,"Condominium (Intermediate)","Built-up ",991,0
"27521","Klcc",1943888,1,1,"Serviced Residence","Built-up ",808,1
"27522","Klcc",1943888,1,1,"Serviced Residence","Built-up ",808,1
"27523","Klcc",1113000,3,2,"Serviced Residence (Corner)","Built-up ",1184,0
"27524","Klcc",1150000,2,1,"Serviced Residence","Built-up ",1227,0
"27525","Klcc",1300000,1,1,"Serviced Residence","Built-up ",910,0
"27526","Klcc",1e+06,2,1,"Serviced Residence","Built-up ",1281,1
"27527","Klcc",1280000,2,1,"Serviced Residence","Built-up ",1335,1
"27528","Klcc",1492100,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27529","Klcc",1200000,1,1,"Serviced Residence","Built-up ",795,0
"27530","Klcc",859000,1,2,"Serviced Residence","Built-up ",795,0
"27531","Klcc",1600000,1,1,"Serviced Residence","Built-up ",795,0
"27532","Klcc",1747694,2,1,"Condominium (Corner)","Built-up ",1431,0
"27533","Klcc",880000,2,2,"Serviced Residence","Built-up ",883,0
"27534","Klcc",1470300,1,1,"Serviced Residence","Built-up ",1131,0
"27535","Klcc",1745000,1,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27536","Klcc",1703888,1,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27537","Klcc",1300000,3,2,"Serviced Residence","Built-up ",1453,0
"27538","Klcc",820000,2,2,"Serviced Residence","Built-up ",872,0
"27539","Klcc",990000,1,1,"Serviced Residence","Built-up ",990,1
"27540","Klcc",1070000,2,1,"Serviced Residence","Built-up ",1313,1
"27541","Klcc",1e+06,2,1,"Serviced Residence","Built-up ",795,1
"27542","Klcc",2150000,2,1,"Serviced Residence","Built-up ",1350,1
"27543","Klcc",1760000,2,1,"Serviced Residence","Built-up ",1442,1
"27544","Klcc",2165000,3,2,"Serviced Residence","Built-up ",1804,1
"27545","Klcc",1e+06,1,1,"Serviced Residence","Built-up ",795,1
"27546","Klcc",2068300,3,2,"Serviced Residence","Built-up ",1591,1
"27547","Klcc",970000,2,1,"Serviced Residence","Built-up ",795,1
"27548","Klcc",1100000,3,2,"Serviced Residence","Built-up ",1281,0
"27549","Klcc",750000,1,1,"Serviced Residence","Built-up ",795,0
"27550","Klcc",1380000,2,1,"Serviced Residence","Built-up ",795,0
"27551","Klcc",1250000,1,1,"Serviced Residence","Built-up ",795,0
"27552","Klcc",840000,1,1,"Serviced Residence","Built-up ",969,1
"27553","Klcc",880000,2,1,"Serviced Residence","Built-up ",1055,1
"27554","Klcc",1568000,2,1,"Condominium","Built-up ",1032,0
"27555","Klcc",750000,1,1,"Serviced Residence","Built-up ",807,0
"27556","Klcc",620000,1,1,"Serviced Residence","Built-up ",795,0
"27557","Klcc",1450000,1,1,"Serviced Residence","Built-up ",1080,1
"27558","Klcc",3917000,2,1,"Serviced Residence","Built-up ",1399,1
"27559","Klcc",2725500,2,1,"Serviced Residence","Built-up ",1114,0
"27560","Klcc",781000,1,1,"Serviced Residence (Intermediate)","Built-up ",744,0
"27561","Klcc",1480000,3,2,"Serviced Residence","Built-up ",1581,0
"27562","Klcc",2012800,2,1,"Serviced Residence","Built-up ",1184,0
"27563","Klcc",1267000,2,2,"Serviced Residence","Built-up ",1031,0
"27564","Klcc",1380000,2,1,"Serviced Residence (Intermediate)","Land area ",887,0
"27565","Klcc",1800000,2,2,"Serviced Residence (EndLot)","Land area ",1270,0
"27566","Klcc",1450000,2,1,"Condominium (Corner)","Unknown",1158,0
"27567","Klcc",9800000,5,3,"Serviced Residence","Built-up ",7793,2
"27568","Klcc",2698000,3,1,"Serviced Residence","Built-up ",2249,1
"27569","Klcc",1965000,2,1,"Serviced Residence","Built-up ",1624,1
"27570","Klcc",1903000,2,1,"Serviced Residence","Built-up ",1560,1
"27571","Klcc",2577000,4,2,"Serviced Residence","Built-up ",2343,1
"27572","Klcc",2216000,3,2,"Serviced Residence","Built-up ",1927,2
"27573","Klcc",4600000,3,1,"Serviced Residence","Built-up ",2195,1
"27574","Klcc",4100000,3,1,"Serviced Residence","Built-up ",1786,0
"27575","Klcc",3336000,2,1,"Serviced Residence","Built-up ",1668,1
"27576","Klcc",8e+05,1,1,"Serviced Residence","Built-up ",795,1
"27577","Klcc",1113600,2,1,"Serviced Residence","Built-up ",928,1
"27578","Klcc",1052400,2,1,"Serviced Residence","Built-up ",877,1
"27579","Klcc",975600,2,1,"Serviced Residence","Built-up ",813,1
"27580","Klcc",729600,1,1,"Serviced Residence","Built-up ",795,1
"27581","Klcc",869000,1,2,"Serviced Residence","Built-up ",795,0
"27582","Klcc",815000,1,1,"Serviced Residence","Built-up ",795,0
"27583","Klcc",950300,2,1,"Serviced Residence","Built-up ",795,1
"27584","Klcc",1990000,2,1,"Serviced Residence","Built-up ",1299,1
"27585","Klcc",2038800,2,1,"Serviced Residence","Built-up ",1190,1
"27586","Klcc",1e+06,1,1,"Condominium (EndLot)","Built-up ",751,0
"27587","Klcc",1230000,3,1,"Serviced Residence (Intermediate)","Built-up ",1281,0
"27588","Klcc",1100000,3,1,"Condominium","Built-up ",1138,0
"27589","Klcc",580000,1,1,"Condominium","Built-up ",1032,0
"27590","Klcc",580000,1,1,"Condominium (Intermediate)","Built-up ",971,0
"27591","Klcc",6800000,3,2,"Condominium","Built-up ",3750,0
"27592","Klcc",1200000,2,1,"Condominium (Intermediate)","Built-up ",976,0
"27593","Klcc",1e+06,1,1,"Condominium","Built-up ",1032,0
"27594","Klcc",1e+06,3,2,"Condominium","Built-up ",1805,1
"27595","Klcc",9e+05,1,1,"Serviced Residence (Intermediate)","Built-up ",744,0
"27596","Klcc",1250000,3,2,"Serviced Residence (Intermediate)","Built-up ",1184,0
"27597","Klcc",1300000,3,2,"Serviced Residence (Corner)","Built-up ",1281,0
"27598","Klcc",1180000,2,1,"Serviced Residence (Intermediate)","Built-up ",1044,0
"27599","Klcc",650000,2,2,"Serviced Residence","Built-up ",795,0
"27600","Klcc",780000,1,1,"Serviced Residence (Intermediate)","Built-up ",744,0
"27601","Klcc",580000,1,1,"Serviced Residence (Corner)","Built-up ",1023,0
"27602","Klcc",1435000,1,2,"Serviced Residence","Built-up ",795,0
"27603","Klcc",1925100,3,2,"Serviced Residence","Built-up ",1426,1
"27604","Klcc",580000,1,2,"Serviced Residence (Studio)","Built-up ",493,0
"27605","Klcc",1950000,4,1,"Serviced Residence","Built-up ",1626,1
"27606","Klcc",3600000,3,2,"Serviced Residence (Corner)","Built-up ",3897,1
"27607","Klcc",4850000,3,2,"Serviced Residence","Built-up ",3038,1
"27608","Klcc",1100000,1,1,"Condominium","Built-up ",1032,0
"27609","Klcc",850000,2,1,"Serviced Residence (Intermediate)","Built-up ",872,0
"27610","Klcc",880000,1,1,"Serviced Residence (Corner)","Built-up ",1023,1
"27611","Klcc",9e+05,2,1,"Serviced Residence (Intermediate)","Built-up ",1141,0
"27612","Klcc",1250000,1,1,"Serviced Residence (Intermediate)","Built-up ",925,0
"27613","Klcc",3043800,3,3,"Serviced Residence (Corner)","Built-up ",2066,1
"27614","Klcc",1380000,1,2,"Serviced Residence (Intermediate)","Built-up ",744,0
"27615","Klcc",1550000,1,2,"Serviced Residence (Intermediate)","Built-up ",744,1
"27616","Klcc",1750000,1,2,"Serviced Residence (Intermediate)","Built-up ",815,1
"27617","Klcc",2e+06,2,2,"Serviced Residence (Intermediate)","Built-up ",894,0
"27618","Klcc",1790000,3,2,"Condominium","Built-up ",2189,1
"27619","Klcc",2450000,4,2,"Serviced Residence","Built-up ",3080,1
"27620","Klcc",1850000,3,2,"Condominium (Corner)","Built-up ",2178,1
"27621","Klcc",1750000,3,2,"Condominium (Intermediate)","Built-up ",2098,1
"27622","Klcc",580000,1,2,"Serviced Residence","Built-up ",795,0
"27623","Klcc",1980000,2,2,"Serviced Residence","Built-up ",1325,1
"27624","Klcc",1980000,2,2,"Serviced Residence","Built-up ",1350,1
"27625","Klcc",1700000,2,2,"Serviced Residence (Corner)","Built-up ",1299,1
"27626","Klcc",580000,2,1,"Serviced Residence","Unknown",463,1
"27627","Klcc",1380000,2,1,"Serviced Residence (EndLot)","Built-up ",925,0
"27628","Klcc",980000,1,2,"Serviced Residence (Intermediate)","Built-up ",744,0
"27629","Klcc",1680000,3,2,"Serviced Residence (Corner)","Built-up ",1323,1
"27630","Klcc",1650000,3,2,"Condominium (Corner)","Built-up ",2663,1
"27631","Klcc",1530000,1,1,"Serviced Residence (Corner)","Built-up ",1131,0
"27632","Klcc",720900,4,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",1647,0
"27633","Klcc",1800000,3,2,"Condominium","Built-up ",2315,1
"27634","Klcc",2800000,3,2,"Serviced Residence","Built-up ",1927,1
"27635","Klcc",3500000,3,2,"Serviced Residence (Corner)","Built-up ",1560,0
"27636","Klcc",1920000,2,2,"Serviced Residence","Built-up ",1426,0
"27637","Klcc",2200000,2,2,"Condominium (Corner)","Built-up ",2291,1
"27638","Klcc",995000,2,1,"Serviced Residence","Built-up ",900,0
"27639","Klcc",5091050,5,2,"Condominium","Built-up ",4427,1
"27640","Klcc",8680000,3,2,"Condominium","Built-up ",3218,1
"27641","Klcc",1e+06,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1831,0
"27642","Klcc",1800000,3,2,"Condominium","Built-up ",2800,1
"27643","Klcc",1900000,3,2,"Serviced Residence (Corner)","Built-up ",2208,2
"27644","Klcc",9500000,5,2,"Serviced Residence (Corner)","Built-up ",6796,1
"27645","Klcc",12500000,7,2,"Bungalow","Land area ",12600,0
"27646","Klcc",3300000,3,2,"Condominium (Corner)","Built-up ",2545,1
"27647","Klcc",3100000,4,2,"Condominium (Duplex)","Built-up ",3502,2
"27648","Klcc",5200000,4,1,"Serviced Residence (Penthouse)","Built-up ",3300,0
"27649","Klcc",1450000,2,2,"Condominium","Built-up ",1032,0
"27650","Klcc",1870000,3,2,"Condominium","Built-up ",1232,0
"27651","Klcc",1663360,3,2,"Condominium","Built-up ",1032,0
"27652","Klcc",1100000,1,2,"Condominium","Built-up ",1032,0
"27653","Klcc",1100000,1,2,"Serviced Residence","Built-up ",795,0
"27654","Klcc",1270000,1,2,"Serviced Residence","Built-up ",797,0
"27655","Klcc",1779000,2,2,"Serviced Residence","Built-up ",1098,0
"27656","Klcc",1800000,4,2,"Condominium (Corner)","Built-up ",2315,1
"27657","Klcc",1e+06,2,1,"Serviced Residence (Intermediate)","Built-up ",897,1
"27658","Klcc",1800000,3,2,"Serviced Residence","Built-up ",1426,1
"27659","Klcc",1245000,1,2,"Serviced Residence (EndLot)","Built-up ",925,0
"27660","Klcc",1155000,1,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27661","Klcc",580000,1,1,"Serviced Residence (Intermediate)","Unknown",463,0
"27662","Klcc",3500000,3,2,"Serviced Residence (Corner)","Built-up ",1560,0
"27663","Klcc",3909600,2,2,"Serviced Residence (Intermediate)","Built-up ",1604,1
"27664","Klcc",3364000,2,2,"Serviced Residence (Intermediate)","Built-up ",1399,1
"27665","Klcc",2760000,1,1,"Serviced Residence (Intermediate)","Built-up ",1023,0
"27666","Klcc",3900000,2,2,"Serviced Residence (Corner)","Built-up ",1572,0
"27667","Klcc",4e+06,2,2,"Serviced Residence (Intermediate)","Built-up ",1636,0
"27668","Klcc",3490000,1,2,"Serviced Residence (Intermediate)","Built-up ",1432,1
"27669","Klcc",7500000,4,3,"Condominium (Penthouse)","Built-up ",5858,1
"27670","Klcc",7500000,4,3,"Condominium (Penthouse)","Built-up ",5858,1
"27671","Klcc",1e+06,1,1,"Serviced Residence","Built-up ",795,1
"27672","Klcc",580000,3,2,"Condominium","Built-up ",1184,1
"27673","Klcc",1500000,2,1,"Serviced Residence","Built-up ",895,0
"27674","Klcc",4700000,2,2,"Serviced Residence","Built-up ",1786,1
"27675","Klcc",3e+06,1,1,"Serviced Residence","Built-up ",1087,1
"27676","Klcc",890000,2,2,"Serviced Residence","Built-up ",1055,1
"27677","Klcc",1288000,3,2,"Serviced Residence","Built-up ",1701,1
"27678","Klcc",1e+06,2,2,"Serviced Residence","Built-up ",1281,2
"27679","Klcc",1060000,2,2,"Serviced Residence","Built-up ",1313,2
"27680","Klcc",910000,2,2,"Serviced Residence","Built-up ",1055,1
"27681","Klcc",2350000,5,2,"Serviced Residence","Built-up ",2208,0
"27682","Klcc",3620000,4,2,"Serviced Residence","Built-up ",3897,1
"27683","Klcc",7793000,5,2,"Serviced Residence","Built-up ",7793,1
"27684","Klcc",1300000,2,2,"Condominium","Built-up ",1464,0
"27685","Klcc",4500000,5,2,"Condominium (Penthouse)","Built-up ",6307,1
"27686","Klcc",3550000,3,2,"Condominium","Built-up ",3735,1
"27687","Klcc",1300000,2,2,"Serviced Residence (Corner)","Built-up ",1076,0
"27688","Klcc",2344650,3,2,"Serviced Residence (Corner)","Built-up ",1421,0
"27689","Klcc",880000,2,2,"Condominium","Built-up ",1056,0
"27690","Klcc",4500000,4,2,"Condominium (Penthouse)","Built-up ",5282,2
"27691","Klcc",1100000,3,2,"Condominium","Built-up ",1485,1
"27692","Klcc",2e+06,3,2,"Serviced Residence","Built-up ",2208,2
"27693","Klcc",2097600,3,2,"Serviced Residence","Built-up ",2326,2
"27694","Klcc",9500000,6,2,"Serviced Residence","Built-up ",6910,1
"27695","Klcc",2150000,2,1,"Serviced Residence","Built-up ",1299,1
"27696","Klcc",1538900,2,2,"Serviced Residence","Built-up ",1399,0
"27697","Klcc",1925100,3,2,"Serviced Residence (Duplex)","Built-up ",1426,1
"27698","Klcc",2811600,4,2,"Serviced Residence","Built-up ",2343,1
"27699","Klcc",7728000,4,2,"Serviced Residence (Penthouse)","Built-up ",6769,2
"27700","Klcc",1160000,1,2,"Serviced Residence (Corner)","Built-up ",1131,0
"27701","Klcc",750000,1,1,"Serviced Residence","Built-up ",795,0
"27702","Klcc",1590000,2,1,"Serviced Residence","Built-up ",1030,0
"27703","Klcc",2146000,3,2,"Serviced Residence (Intermediate)","Built-up ",1500,1
"27704","Klcc",1250000,3,1,"Serviced Residence","Built-up ",1500,0
"27705","Klcc",1500000,2,1,"Condominium (Corner)","Built-up ",1431,0
"27706","Klcc",1240000,3,1,"Serviced Residence","Built-up ",1500,0
"27707","Klcc",1100000,3,2,"Condominium","Built-up ",1492,1
"27708","Klcc",1823000,1,1,"Serviced Residence","Built-up ",925,0
"27709","Klcc",634000,1,2,"Serviced Residence","Unknown",506,0
"27710","Klcc",1550000,2,2,"Condominium","Built-up ",1270,0
"27711","Klcc",1380000,6,6,"3-sty Terrace/Link House (Intermediate)","Land area ",2064,1
"27712","Klcc",1985000,3,2,"Serviced Residence","Built-up ",1240,0
"27713","Klcc",2300000,3,2,"Condominium","Built-up ",2314,1
"27714","Klcc",740000,1,1,"Serviced Residence (Intermediate)","Land area ",744,0
"27715","Klcc",650000,1,1,"Serviced Residence (Intermediate)","Built-up ",744,0
"27716","Klcc",2500000,2,2,"Condominium","Built-up ",1689,0
"27717","Klcc",2111580,3,2,"Condominium (Corner)","Land area ",1502,0
"27718","Klcc",2590000,3,2,"Condominium (Corner)","Built-up ",3109,0
"27719","Klcc",2390000,3,2,"Condominium (Corner)","Built-up ",3109,0
"27720","Klcc",2380000,3,1,"Serviced Residence","Built-up ",1529,1
"27721","Klcc",2180000,2,1,"Serviced Residence","Built-up ",1614,1
"27722","Klcc",4500000,4,2,"Condominium (Intermediate)","Built-up ",2250,0
"27723","Klcc",4750000,3,2,"Condominium (Intermediate)","Built-up ",2500,0
"27724","Klcc",4080000,5,1,"Serviced Residence (Intermediate)","Built-up ",2400,0
"27725","Klcc",1111000,1,1,"Serviced Residence","Built-up ",795,1
"27726","Klcc",1996400,3,2,"Serviced Residence (Duplex)","Built-up ",1426,0
"27727","Klcc",993000,1,1,"Serviced Residence","Built-up ",795,1
"27728","Klcc",820000,2,2,"Serviced Residence","Built-up ",795,1
"27729","Klcc",2591600,3,2,"Condominium","Built-up ",2356,1
"27730","Klcc",4450000,3,2,"Condominium","Built-up ",2228,1
"27731","Klcc",1600000,2,2,"Condominium","Built-up ",1424,0
"27732","Klcc",4850000,5,2,"Condominium","Built-up ",4427,1
"27733","Klcc",6600000,3,2,"Condominium","Built-up ",2906,1
"27734","Klcc",1530000,1,2,"Serviced Residence","Built-up ",1131,0
"27735","Klcc",3313700,3,2,"Condominium (Corner)","Built-up ",2549,1
"27736","Klcc",2550000,3,2,"Serviced Residence","Built-up ",1819,1
"27737","Klcc",2350000,3,2,"Serviced Residence","Built-up ",1819,1
"27738","Klcc",1600000,3,2,"Serviced Residence (Corner)","Built-up ",1700,1
"27739","Klcc",1e+06,2,1,"Serviced Residence (Intermediate)","Built-up ",850,1
"27740","Klcc",730000,4,1,"Condominium (Corner)","Built-up ",1521,0
"27741","Klcc",1477000,2,2,"Serviced Residence (Intermediate)","Built-up ",1055,0
"27742","Klcc",3600000,3,2,"Serviced Residence (Corner)","Built-up ",3897,1
"27743","Klcc",1638000,3,2,"Condominium","Built-up ",1516,0
"27744","Klcc",1062800,1,1,"Serviced Residence (Intermediate)","Built-up ",744,1
"27745","Klcc",760000,2,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27746","Klcc",680000,1,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27747","Klcc",770000,2,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27748","Klcc",850000,2,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27749","Klcc",1230000,3,2,"Serviced Residence (Corner)","Built-up ",1259,0
"27750","Klcc",1e+06,2,2,"Serviced Residence (Corner)","Built-up ",1141,0
"27751","Klcc",1e+06,2,2,"Serviced Residence (Corner)","Built-up ",1141,0
"27752","Klcc",2600000,4,2,"Serviced Residence (Corner)","Built-up ",3300,1
"27753","Klcc",7700000,2,2,"Serviced Residence (Corner)","Built-up ",1023,0
"27754","Klcc",2700000,4,2,"Condominium (Corner)","Built-up ",3800,1
"27755","Klcc",3300000,3,2,"Serviced Residence (Corner)","Built-up ",3897,1
"27756","Klcc",2200000,3,2,"Condominium","Built-up ",2174,1
"27757","Klcc",580000,1,1,"Condominium","Built-up ",1032,0
"27758","Klcc",3095100,3,3,"Condominium (Corner)","Built-up ",3439,1
"27759","Klcc",1270000,3,2,"Serviced Residence (Corner)","Built-up ",1184,0
"27760","Klcc",4e+06,3,3,"Condominium","Built-up ",4338,1
"27761","Klcc",1420000,2,1,"Condominium (Intermediate)","Built-up ",976,1
"27762","Klcc",1430000,2,1,"Serviced Residence","Built-up ",1055,0
"27763","Klcc",2700000,3,2,"Serviced Residence (Corner)","Built-up ",3300,1
"27764","Klcc",1600000,3,2,"Condominium","Built-up ",2013,1
"27765","Klcc",650000,1,1,"Serviced Residence","Built-up ",795,0
"27766","Klcc",658000,1,2,"Serviced Residence","Unknown",525,0
"27767","Klcc",950000,2,1,"Condominium (Corner)","Land area ",1431,0
"27768","Klcc",824000,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27769","Klcc",926000,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27770","Klcc",710000,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27771","Klcc",852000,3,1,"Condominium (Intermediate)","Built-up ",971,0
"27772","Klcc",2091000,3,1,"Condominium (Intermediate)","Built-up ",1114,0
"27773","Klcc",1257000,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27774","Klcc",1891000,3,1,"Condominium (Intermediate)","Built-up ",971,0
"27775","Klcc",1589000,2,1,"Condominium (Intermediate)","Built-up ",971,0
"27776","Klcc",860000,2,2,"Serviced Residence","Land area ",795,1
"27777","Klcc",2e+06,4,3,"Condominium","Built-up ",3500,2
"27778","Klcc",680000,3,1,"Condominium","Unknown",543,1
